Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
04-Jan-24,EQ,7560.00,7733.95,7560.00,7384.80,7698.60,7705.55,7667.97,8192.00,5485.70,2911879.00,22328214375.30,280733.00
03-Jan-24,EQ,7444.95,7485.85,7368.20,7430.05,7381.20,7384.80,7414.09,8192.00,5485.70,553405.00,4102993970.10,70437.00
02-Jan-24,EQ,7324.00,7445.10,7280.05,7299.05,7432.30,7430.05,7372.68,8192.00,5485.70,1112990.00,8205723494.75,109675.00
01-Jan-24,EQ,7336.95,7336.95,7273.00,7327.75,7286.95,7299.05,7304.06,8192.00,5485.70,331489.00,2421214793.15,41730.00
29-Dec-23,EQ,7231.65,7343.00,7205.15,7258.65,7315.00,7327.75,7289.44,8192.00,5485.70,912802.00,6653818426.40,94915.00
28-Dec-23,EQ,7275.00,7290.00,7200.00,7232.80,7223.95,7258.65,7258.91,8192.00,5485.70,1856064.00,13472995983.05,130287.00
27-Dec-23,EQ,7219.90,7323.40,7190.90,7162.30,7246.80,7232.80,7237.64,8192.00,5485.70,1605279.00,11618432166.60,156926.00
26-Dec-23,EQ,7325.00,7344.00,7145.25,7295.30,7175.05,7162.30,7211.83,8192.00,5485.70,1225844.00,8840576274.10,153727.00
22-Dec-23,EQ,7418.95,7440.00,7243.00,7367.15,7290.00,7295.30,7328.87,8192.00,5485.70,1129485.00,8277850107.45,139140.00
21-Dec-23,EQ,7426.60,7477.00,7305.50,7493.95,7386.00,7367.15,7402.52,8192.00,5485.70,913082.00,6759111870.60,92614.00
20-Dec-23,EQ,7650.00,7695.00,7460.15,7632.65,7481.00,7493.95,7583.08,8192.00,5485.70,874546.00,6631748125.05,76507.00
19-Dec-23,EQ,7641.00,7641.60,7535.00,7587.60,7635.00,7632.65,7597.28,8192.00,5485.70,791408.00,6012544775.95,85843.00
18-Dec-23,EQ,7548.00,7610.00,7526.00,7515.05,7569.00,7587.60,7581.14,8192.00,5485.70,1082798.00,8208839897.90,87986.00
15-Dec-23,EQ,7528.85,7528.90,7445.00,7474.20,7514.00,7515.05,7488.15,8192.00,5485.70,1173938.00,8790627893.55,90181.00
14-Dec-23,EQ,7368.50,7511.25,7300.10,7258.00,7470.55,7474.20,7450.68,8192.00,5485.70,1729567.00,12886455475.95,171061.00
13-Dec-23,EQ,7299.85,7304.50,7207.00,7314.55,7260.00,7258.00,7247.77,8192.00,5485.70,682955.00,4949900834.15,87943.00
12-Dec-23,EQ,7280.00,7354.00,7280.00,7292.75,7310.90,7314.55,7318.67,8192.00,5485.70,633312.00,4634999764.30,104761.00
11-Dec-23,EQ,7325.00,7352.70,7270.05,7307.60,7297.00,7292.75,7306.16,8192.00,5485.70,590055.00,4311034135.20,62998.00
08-Dec-23,EQ,7390.55,7398.10,7274.00,7391.20,7310.00,7307.60,7316.01,8192.00,5485.70,1144388.00,8372357200.30,106780.00
07-Dec-23,EQ,7390.00,7440.00,7326.00,7427.10,7392.00,7391.20,7391.22,8192.00,5485.70,668862.00,4943708125.60,68110.00
06-Dec-23,EQ,7390.00,7459.00,7365.05,7349.80,7429.00,7427.10,7416.37,8192.00,5485.70,701800.00,5204810661.40,67618.00
05-Dec-23,EQ,7430.00,7440.00,7320.05,7407.65,7352.00,7349.80,7372.13,8192.00,5485.70,1522242.00,11222159243.35,177024.00
04-Dec-23,EQ,7340.00,7420.00,7315.05,7259.35,7405.00,7407.65,7387.32,8192.00,5485.70,1101426.00,8136588223.80,97109.00
01-Dec-23,EQ,7160.00,7279.85,7142.00,7121.90,7248.90,7259.35,7218.92,8192.00,5485.70,900477.00,6500466993.30,116313.00
30-Nov-23,EQ,7132.00,7163.60,7085.65,7130.10,7130.00,7121.90,7116.00,8192.00,5485.70,1271934.00,9051086797.45,99955.00
29-Nov-23,EQ,7134.00,7168.60,7114.05,7127.55,7132.00,7130.10,7134.10,8192.00,5485.70,682430.00,4868521872.60,85145.00
28-Nov-23,EQ,7035.00,7135.00,7029.90,7020.80,7109.40,7127.55,7086.59,8192.00,5485.70,728158.00,5160155090.80,108308.00
24-Nov-23,EQ,7108.00,7116.80,7011.00,7073.65,7035.00,7020.80,7047.75,8192.00,5485.70,726499.00,5120186625.05,87123.00
23-Nov-23,EQ,7135.00,7160.00,7056.00,7128.35,7075.00,7073.65,7106.81,8192.00,5485.70,606158.00,4307848049.30,68992.00
22-Nov-23,EQ,7086.45,7177.85,7065.50,7103.15,7123.00,7128.35,7119.50,8192.00,5485.70,1041404.00,7414279169.55,78632.00
21-Nov-23,EQ,7085.00,7128.85,7030.00,7068.60,7100.00,7103.15,7087.44,8192.00,5485.70,1666225.00,11809275268.25,137178.00
20-Nov-23,EQ,7151.00,7239.00,7050.10,7221.00,7065.75,7068.60,7118.34,8192.00,5485.70,1902940.00,13545776842.10,158782.00
17-Nov-23,EQ,7140.50,7260.00,7108.05,7362.45,7221.75,7221.00,7214.11,8192.00,5485.70,2080034.00,15005601028.95,158863.00
16-Nov-23,EQ,6944.55,7380.70,6931.25,7224.30,7361.00,7362.45,7177.29,8192.00,5485.70,4557043.00,32707240969.35,298790.00
15-Nov-23,EQ,7439.40,7476.20,7119.15,7360.85,7216.95,7224.30,7310.01,8192.00,5485.70,1923440.00,14060372813.80,199672.00
13-Nov-23,EQ,7447.80,7450.00,7319.00,7456.90,7363.95,7360.85,7364.51,8192.00,5485.70,732240.00,5392587132.90,94163.00
12-Nov-23,EQ,7470.05,7498.00,7447.05,7444.80,7454.50,7456.90,7465.60,8192.00,5485.70,79745.00,595344138.00,9727.00
10-Nov-23,EQ,7370.00,7454.00,7346.45,7386.70,7450.30,7444.80,7425.27,8192.00,5485.70,496261.00,3684870710.10,53636.00
09-Nov-23,EQ,7485.00,7485.00,7366.70,7459.95,7390.00,7386.70,7403.36,8192.00,5485.70,771791.00,5713847462.40,79753.00
08-Nov-23,EQ,7527.00,7536.00,7406.65,7495.60,7458.00,7459.95,7455.13,8192.00,5485.70,916717.00,6834241855.90,87519.00
07-Nov-23,EQ,7640.00,7640.00,7446.00,7562.05,7499.00,7495.60,7519.46,8192.00,5485.70,1563007.00,11752970008.45,162727.00
06-Nov-23,EQ,7456.00,7571.95,7442.60,7411.50,7555.00,7562.05,7513.51,8192.00,5485.70,634043.00,4763885603.10,63638.00
03-Nov-23,EQ,7528.00,7537.95,7372.45,7449.10,7403.00,7411.50,7428.96,8192.00,5485.70,1138755.00,8459770203.10,114454.00
02-Nov-23,EQ,7530.00,7615.00,7411.20,7471.90,7469.00,7449.10,7492.79,8192.00,5485.70,855030.00,6406564290.75,94175.00
01-Nov-23,EQ,7520.00,7549.00,7457.65,7492.65,7479.00,7471.90,7510.31,8192.00,5485.70,462778.00,3475606977.30,65986.00
31-Oct-23,EQ,7569.80,7579.70,7460.50,7503.05,7495.35,7492.65,7511.26,8192.00,5485.70,749410.00,5629010332.75,94261.00
30-Oct-23,EQ,7505.80,7526.85,7352.50,7507.20,7510.00,7503.05,7460.27,8192.00,5485.70,799276.00,5962812041.35,108893.00
27-Oct-23,EQ,7509.95,7549.00,7416.60,7421.80,7486.85,7507.20,7492.70,8192.00,5485.70,911944.00,6832921120.50,107260.00
26-Oct-23,EQ,7625.10,7656.00,7401.20,7694.45,7409.00,7421.80,7470.75,8192.00,5485.70,1324630.00,9895977610.05,167916.00
25-Oct-23,EQ,7798.90,7856.95,7676.00,7798.90,7685.00,7694.45,7741.94,8192.00,5485.70,708774.00,5487285997.55,88917.00
23-Oct-23,EQ,7800.00,7884.90,7761.35,7769.20,7775.00,7798.90,7830.64,8192.00,5485.70,882230.00,6908423213.90,104921.00
20-Oct-23,EQ,7810.00,7832.35,7722.50,7841.55,7770.00,7769.20,7773.63,8192.00,5485.70,771153.00,5994658305.70,99051.00
19-Oct-23,EQ,7843.30,7923.00,7731.00,7866.55,7822.40,7841.55,7822.27,8192.00,5485.70,1061453.00,8302976891.95,149476.00
18-Oct-23,EQ,8050.00,8084.60,7850.00,8093.00,7854.00,7866.55,7950.12,8192.00,5485.70,1544642.00,12280087675.65,157004.00
17-Oct-23,EQ,8080.00,8159.00,8057.55,8036.00,8097.50,8093.00,8100.95,8192.00,5485.70,838283.00,6790891569.35,85427.00
16-Oct-23,EQ,8044.30,8069.00,7982.65,8051.65,8021.00,8036.00,8029.01,8192.00,5485.70,438246.00,3518682722.70,52951.00
13-Oct-23,EQ,7999.55,8082.90,7956.05,8014.30,8043.00,8051.65,8036.74,8192.00,5485.70,662282.00,5322586112.20,97371.00
12-Oct-23,EQ,8125.00,8127.00,8003.00,8101.95,8016.00,8014.30,8037.95,8192.00,5485.70,764092.00,6141735061.80,75206.00
11-Oct-23,EQ,8139.80,8173.00,8095.45,8083.60,8108.00,8101.95,8131.80,8192.00,5485.70,712372.00,5792866203.50,95698.00
10-Oct-23,EQ,8055.00,8135.00,8021.00,8027.70,8086.00,8083.60,8076.49,8192.00,5485.70,965024.00,7794007636.05,134824.00
09-Oct-23,EQ,8102.05,8135.00,8018.00,8168.55,8019.10,8027.70,8068.79,8192.00,5485.70,747800.00,6033843122.20,94101.00
06-Oct-23,EQ,7850.00,8192.00,7845.00,7850.90,8150.00,8168.55,8064.18,8192.00,5485.70,2145034.00,17297934647.85,191298.00
05-Oct-23,EQ,7914.85,7914.85,7826.90,7854.05,7845.00,7850.90,7875.66,8043.00,5485.70,795061.00,6261632025.75,104913.00
04-Oct-23,EQ,8025.00,8043.00,7820.00,7967.60,7865.00,7854.05,7915.04,8043.00,5485.70,1176384.00,9311125451.85,93413.00
03-Oct-23,EQ,7780.80,7975.50,7755.00,7810.75,7967.10,7967.60,7888.51,7999.90,5485.70,944555.00,7451130001.85,109439.00
29-Sep-23,EQ,7739.00,7848.00,7725.00,7739.00,7809.95,7810.75,7805.28,7999.90,5485.70,573005.00,4472463497.80,74692.00
28-Sep-23,EQ,7804.75,7829.00,7718.05,7837.55,7735.00,7739.00,7774.50,7999.90,5485.70,777505.00,6044708896.65,83316.00
